
1.00	0.56	0.35	0.43	0.54	0.39	0.42	0.45	
0.56	1.00	0.47	0.48	0.39	0.37	0.43	0.46	
0.35	0.47	1.00	0.79	0.46	0.67	0.46	0.45	
0.43	0.48	0.79	1.00	0.35	0.39	0.40	0.40	
0.54	0.39	0.46	0.35	1.00	0.42	0.50	0.46	
0.39	0.37	0.67	0.39	0.42	1.00	0.59	0.44	
0.42	0.43	0.46	0.40	0.50	0.59	1.00	0.43	
0.45	0.46	0.45	0.40	0.46	0.44	0.43	1.00	
