
1.000	0.555	0.354	0.428	0.543	0.392	0.417	0.450	
0.555	1.000	0.472	0.476	0.389	0.366	0.430	0.460	
0.354	0.472	1.000	0.787	0.457	0.667	0.463	0.450	
0.428	0.476	0.787	1.000	0.353	0.387	0.402	0.403	
0.543	0.389	0.457	0.353	1.000	0.424	0.504	0.462	
0.392	0.366	0.667	0.387	0.424	1.000	0.588	0.442	
0.417	0.430	0.463	0.402	0.504	0.588	1.000	0.434	
0.450	0.460	0.450	0.403	0.462	0.442	0.434	1.000	
