
1.000	0.555	0.354	0.428	0.543	0.392	0.417	0.450	
0.555	1.000	0.472	0.476	0.389	0.366	0.430	0.460	
0.354	0.472	1.000	0.450	0.516	0.386	0.430	0.454	
0.428	0.476	0.450	1.000	0.424	0.725	0.651	0.409	
0.543	0.389	0.516	0.424	1.000	0.384	0.486	0.446	
0.392	0.366	0.386	0.725	0.384	1.000	0.584	0.434	
0.417	0.430	0.430	0.651	0.486	0.584	1.000	0.506	
0.450	0.460	0.454	0.409	0.446	0.434	0.506	1.000	
