
1.000	0.555	0.354	0.428	0.543	0.392	0.417	0.450	
0.555	1.000	0.342	0.401	0.510	0.375	0.405	0.394	
0.354	0.342	1.000	0.796	0.482	0.669	0.472	0.455	
0.428	0.401	0.796	1.000	0.565	0.600	0.483	0.493	
0.543	0.510	0.482	0.565	1.000	0.429	0.515	0.468	
0.392	0.375	0.669	0.600	0.429	1.000	0.450	0.598	
0.417	0.405	0.472	0.483	0.515	0.450	1.000	0.443	
0.450	0.394	0.455	0.493	0.468	0.598	0.443	1.000	
