
1.000	0.555	0.354	0.428	0.543	0.392	0.417	0.450	
0.555	1.000	0.472	0.476	0.389	0.366	0.430	0.460	
0.354	0.472	1.000	0.450	0.516	0.386	0.430	0.454	
0.428	0.476	0.450	1.000	0.536	0.588	0.469	0.481	
0.543	0.389	0.516	0.536	1.000	0.670	0.452	0.462	
0.392	0.366	0.386	0.588	0.670	1.000	0.490	0.478	
0.417	0.430	0.430	0.469	0.452	0.490	1.000	0.428	
0.450	0.460	0.454	0.481	0.462	0.478	0.428	1.000	
